hip,ra,dec,Vmag
74604,228.65549679,-31.51912119,4.91
74605,228.65974563,67.34672247,5.15
74623,228.7108196,-5.50255481,6.28
74625,228.71520385,68.94573029,6.52
74649,228.79730419,4.93936176,5.32
74653,228.81268624,-70.5196248,6.86
74657,228.83184677,-44.14949548,6.74
74663,228.86543797,-79.13651217,6.66
74666,228.87567917,33.31483347,3.46
74675,228.91404273,-27.59628836,6.79
74678,228.92269952,25.64253675,6.97
74689,228.95448869,0.37213871,5.62
74690,228.96127459,50.93845636,6.47
74695,228.97318927,6.46483979,6.47
74696,228.97360792,-48.07366118,5.96
74701,228.99378708,-70.41368256,6.71
74702,228.99652818,0.79636243,6.92
74707,229.01676479,-41.49115502,5.15
74716,229.04358875,-43.48499677,6.05
74732,229.09588045,-22.39941638,5.52
74740,229.11876195,-44.50370089,6.58
74745,229.13487537,-39.56094367,6.88
74749,229.14918513,9.71299211,6.74
74750,229.15288591,-60.90399654,5.74
74752,229.15478816,-42.37015591,6.76
74769,229.21578936,-47.86454437,6.46
74775,229.22902493,-46.2023551,6.44
74778,229.23706622,-60.95725471,5.04
74782,229.24731046,-38.44760805,6.86
74785,229.25172845,-9.3829174,2.61
74793,229.2745357,71.82390121,5.02
74801,229.30799035,-66.09228307,6.84
74808,229.32377924,62.77103331,6.81
74818,229.34423458,74.04514108,6.67
74824,229.37853924,-58.80120806,4.07
74837,229.41204414,-63.61046557,4.85
74857,229.45766251,-30.14867319,4.35
74858,229.4711321,33.59433219,6.65
74868,229.49868245,30.83292421,6.86
74875,229.53924337,-41.06115879,6.3
74876,229.54082022,-47.89991836,6.98
74885,229.56233731,45.61982919,6.64
74893,229.58439718,26.84037428,6.59
74895,229.59432762,0.93940944,6.5
74896,229.60210309,20.57277776,5.68
74901,229.60885898,-0.46123414,5.88
74911,229.63342085,-47.87527178,4.27
74915,229.64076946,-47.8792778,6.87
74929,229.6720923,-31.20934708,6.18
74935,229.68965795,58.50348752,6.87
74941,229.70476285,-60.4963344,5.43
74946,229.72742565,-68.67954501,2.87
74948,229.73113272,-1.59238618,6.93
74950,229.73489436,-40.78822169,5.59
74975,229.82832387,1.76540768,5.04
74982,229.84085939,-9.14651874,6.95
74999,229.87103708,-71.79205067,6.59
75000,229.87519929,32.51490352,6.33
75003,229.88216631,-37.0971609,6.19
75018,229.94047626,-66.49603466,6.73
75030,229.96865776,62.47425603,6.62
75039,230.00961124,40.98416775,6.9
75043,230.0214646,51.95851498,5.65
75049,230.03565952,29.61620896,5.51
75084,230.15210298,-5.11974229,6.6
75091,230.16895782,-67.48152601,6.27
75093,230.17366961,44.43437566,6.14
75095,230.17838361,-56.1326223,6.8
75097,230.18214784,71.83401605,3.0
75101,230.19591656,-2.41333058,6.34
75104,230.20865495,31.48010758,6.9
75107,230.22050746,45.66487176,6.67
75110,230.22365654,-18.15865758,6.16
75118,230.25573681,-15.54834173,6.14
75119,230.25831675,0.71533669,5.35
75122,230.26969941,-47.76035021,6.77
75125,230.27866521,24.95802003,6.36
75127,230.28170919,-5.82485335,5.54
75141,230.34300711,-40.64751791,3.22
75151,230.37538336,-38.21869231,6.57
75161,230.39284459,-44.93819956,6.68
75164,230.3970918,-40.74948186,6.21
75177,230.45154169,-36.26137639,3.57
75178,230.45239658,32.93369467,5.38
75181,230.45062501,-48.31762762,5.65
75206,230.53446223,-47.92779187,4.99
75210,230.54689646,-37.63562455,6.65
75230,230.59682981,12.56752063,6.29
75243,230.62222898,-74.39945644,6.51
75247,230.63834239,-44.29291704,6.74
75256,230.65524028,62.04707594,5.99
75257,230.65571566,39.58146272,5.56
75260,230.66006358,63.34143917,5.72
75264,230.67029542,-44.68962207,3.37
75272,230.68837121,-29.34193468,6.5
75288,230.73773596,-26.68876454,6.53
75294,230.75743427,-15.13403655,6.46
75304,230.78895891,-36.8584886,4.54
75306,230.78972381,-51.73606094,6.68
75308,230.7937661,-60.65717607,5.65
75312,230.80129685,30.2878122,4.99
75323,230.84435831,-59.32078728,4.48
75324,230.85408319,-46.14041539,6.49
75342,230.93212884,-1.02238368,6.11
75349,230.96291972,-57.3306455,6.78
75352,230.96766276,-12.36950145,5.72
75369,231.02131784,45.27103106,6.07
75379,231.04953961,-10.32226578,4.92
75411,231.12261592,37.37716675,4.31
75415,231.12860972,37.34729989,6.51
75425,231.14708101,54.2127969,6.68
75436,231.17447532,-35.9170847,6.75
75439,231.18753835,-39.71026857,5.36
75458,231.23239471,58.96606559,3.29
75461,231.23838109,-72.0463503,6.97
75479,231.28333552,47.06082399,6.79
75482,231.29661652,-47.21743152,6.57
75501,231.33424168,-38.73362055,4.6
75522,231.43686654,-53.05795428,6.66
75530,231.44748616,15.42803613,5.16
75535,231.47195923,19.4807069,6.26
75552,231.52235153,-21.38023485,6.97
75565,231.5613438,-68.30916685,5.89
75571,231.57170661,-36.59835457,6.81
75572,231.57243338,34.33599626,5.46
75584,231.62614915,10.03606316,6.97
75587,231.63412587,54.02029409,6.44
75607,231.70982764,-20.00507703,6.97
75634,231.7937017,84.8252372,6.87
75647,231.82553879,-36.76755989,5.46
75658,231.86237487,-66.12144178,6.92
75665,231.88784772,-64.53150379,5.71
75674,231.91197222,25.1016262,6.01
75678,231.91997859,62.27568167,6.53
75695,231.95721171,29.10570271,3.66
75696,231.96426286,60.67021675,5.9
75714,232.01887043,11.86166622,6.93
75718,232.04004775,-9.34806944,6.89
75730,232.0642008,-16.71648418,5.64
75736,232.07956009,-88.13301049,6.49
75742,232.11337715,-51.5979341,6.1
75752,232.13036471,38.72374107,6.69
75761,232.15932129,1.8420812,5.15
75762,232.15981198,-15.7006217,6.79
75764,232.16359403,61.7266541,6.9
75770,232.18496611,47.20151397,6.15
75783,232.21636161,57.44517953,6.91
75788,232.23675865,55.19493728,6.45
75790,232.24441738,-28.8668914,6.43
75809,232.29659417,80.44860234,6.57
75810,232.30048202,16.39561848,6.38
75815,232.315685,-65.89022482,6.86
75818,232.33030118,-38.63499898,6.44
75822,232.33789388,62.09952938,6.32
75825,232.34708537,47.71344783,6.84
75828,232.35112132,-46.73270421,5.26
75842,232.38695924,-58.35145909,6.7
75848,232.39476078,-17.44093956,6.69
75870,232.46235997,82.26361609,6.93
75874,232.47448613,80.77105889,6.94
75884,232.49323425,-52.30283383,6.7
75915,232.58870759,-41.91902752,6.23
75919,232.59486379,31.28593161,6.45
75928,232.61587147,36.8045546,6.52
75939,232.6510536,-20.72855306,6.2
75944,232.66834221,-16.6094644,5.82
75953,232.69195607,34.4656566,6.81
75956,232.70065941,-53.37430604,6.78
75959,232.70491931,-71.65413636,6.39
75971,232.73097168,8.57909199,6.57
75973,232.73233051,40.83304674,5.04
75974,232.73235229,64.20869349,5.74
75980,232.74533398,-47.92033832,6.84
76001,232.82170197,-33.81984406,6.87
76006,232.84294777,36.61659866,6.39
76008,232.85387206,77.34935188,5.0
76011,232.86298376,-71.06212962,6.89
76013,232.87842252,-73.3895909,5.4
76033,232.9308629,-20.16492206,6.28
76041,232.94575727,40.8993325,4.98
76048,232.95928468,-32.88111233,6.49
76063,233.01744295,-38.62254302,6.23
76069,233.04031278,16.05616882,6.22
76073,233.05791353,-45.06753484,6.82
76075,233.0631023,-23.88017383,6.75
76079,233.07446543,-10.43875276,6.57
76106,233.15292216,-19.67045969,5.5
76126,233.23008838,-16.85284434,5.53
76127,233.23242724,31.35913344,4.14
76133,233.2414075,-1.18639936,5.5
76136,233.26965596,16.01203721,6.56
76143,233.28964699,-24.49043257,6.26
76165,233.3513535,-40.49085178,6.4
76170,233.36267962,-61.27340179,6.7
76198,233.46960603,17.13735911,6.49
76207,233.50711487,-40.06643242,5.82
76217,233.54207289,-33.17134813,6.98
76219,233.54458663,-10.06452866,4.61
76233,233.58670305,-5.69509389,6.52
76234,233.58688407,-39.34921034,6.36
76243,233.61047272,-9.18341606,5.16
76256,233.65067396,67.80549046,6.98
76259,233.6555021,-28.04698322,5.13
76267,233.67195048,26.71469302,2.22
76276,233.70061304,10.53886686,3.8
76287,233.74829935,-17.1388364,6.99
76291,233.76909059,1.66921915,6.55
76297,233.78519974,-41.166757,2.8
76299,233.79170479,43.16753599,6.75
76303,233.79945319,49.99463964,6.95
76307,233.81216083,39.01006717,5.14
76311,233.81749673,53.92214366,5.97
76333,233.88157906,-14.78953681,3.91
76337,233.88845908,17.65555518,6.1
76365,233.95351823,1.22750726,6.7
76366,233.95497512,38.37392639,6.3
76371,233.97186738,-44.95838909,4.55
76372,233.97236593,11.26565576,6.04
76376,233.98766354,54.63056667,5.77
76382,234.0092593,39.80247336,6.78
76384,234.01739802,52.06981522,6.7
76395,234.04734575,-33.09280598,6.26
76397,234.0504158,-44.39682312,5.44
76407,234.07361661,-65.61328882,6.51
76422,234.1172776,-66.54539259,6.83
76423,234.11744694,15.10142433,6.51
76424,234.12182931,16.11908473,5.93
76425,234.12324829,10.01017604,5.26
76427,234.1404563,-0.56153149,6.51
76440,234.18009374,-66.31703754,4.11
76450,234.20210734,80.61449875,6.89
76456,234.22261641,29.9911823,6.46
76470,234.25604093,-28.13507945,3.6
76503,234.36874488,-26.27986402,6.19
76508,234.38044677,-22.11701761,6.98
76509,234.38336373,54.50873314,5.85
76519,234.41303496,69.2833439,5.65
76530,234.44096769,71.15367412,6.99
76532,234.4501608,-23.14169782,5.79
76534,234.45665521,40.3534329,5.25
76549,234.50905572,-54.52203064,6.98
76552,234.51335576,-42.56734797,4.34
76567,234.56587293,-28.20666618,6.32
76568,234.56761052,46.79775126,5.76
76569,234.56784142,-21.01632655,5.82
76573,234.56928469,24.52186734,6.82
76579,234.59477356,43.60426079,6.8
76582,234.60565692,-19.91317969,6.65
76586,234.62117015,-14.51686694,6.8
76591,234.63598982,-39.16070023,6.59
76594,234.64248369,50.42328353,5.84
76600,234.66403964,-29.77775386,3.66
76602,234.66644492,-8.79471387,6.56
76603,234.6670073,-8.79149008,6.45
76606,234.67329929,-45.70876342,6.97
76608,234.67574962,-39.12773402,6.05
76617,234.70354967,34.67503941,6.12
76618,234.70613394,-52.37269466,5.43
76628,234.72733058,-19.30189199,5.36
76630,234.74534827,46.92655855,6.75
76632,234.74750979,85.28593745,6.88
76637,234.75582131,-78.23517677,6.99
76651,234.7896593,57.92442629,6.45
76664,234.82665074,-77.91800402,6.19
76666,234.8390439,-23.15022415,6.33
76669,234.84446952,36.63581181,4.64
76687,234.8953922,-55.42707034,6.94
76695,234.91087925,79.98321634,6.89
76699,234.91644563,16.31400922,6.98
76705,234.94157853,-34.41192603,4.66
76714,234.97706393,-19.76914145,6.88
76716,234.98560042,-59.90833817,5.95
76733,235.04310999,12.05293356,6.22
76734,235.04557177,-56.91458952,6.63
76736,235.04814564,-70.22788282,6.45
76739,235.06469502,-31.21377094,6.35
76742,235.07039743,-23.81807829,4.97
76750,235.08888668,-73.44668497,5.64
76762,235.10288689,-44.28857012,6.98
76764,235.10829986,37.51709259,6.91
76799,235.21422947,-44.6228519,6.88
76809,235.24261902,-47.7360909,6.21
76810,235.24625327,16.02458817,6.0
76824,235.27881906,-39.98278877,6.51
76829,235.29740578,-44.66120503,4.64
76836,235.31654957,-13.97031554,6.87
76843,235.35618576,-65.06814931,6.98
76849,235.37765055,-53.39127817,6.92
76852,235.38773012,19.67040059,4.51
76866,235.44756448,12.84752763,5.34
76877,235.47784835,-76.08195925,5.95
76878,235.47797158,18.46403679,5.8
76880,235.48665872,-19.67882804,4.75
76894,235.50736442,-64.18028825,6.53
76924,235.60722591,-49.21755225,6.95
76935,235.65511526,-49.48955353,6.02
76939,235.6596473,-37.42493556,5.23
76944,235.66918642,31.70875123,6.71
76945,235.67091721,-34.71040721,4.75
76952,235.68568764,26.29563742,3.81
76957,235.71149928,52.3609026,5.48
76982,235.78640222,-13.05631046,6.64
76985,235.79387826,13.66766652,6.48
76996,235.82053928,-84.46527293,5.57
77001,235.84286,11.71101198,6.94
77007,235.85358,-15.04323027,6.3
77042,235.98031526,-60.28721719,6.46
77048,235.99708548,32.51580692,5.57
77052,236.0075819,2.51517329,5.86
77055,236.01466385,77.79449293,4.29
77059,236.01708016,-31.60333607,6.62
77060,236.01833122,-15.67283378,5.41
77067,236.04321885,-50.21572693,6.83
77070,236.06697851,6.42562699,2.63
77086,236.09447621,-41.8190887,5.93
77102,236.15217419,80.93217116,6.85
77111,236.1755469,17.26422633,6.15
77118,236.20074056,16.73735789,6.99
77138,236.24819088,-50.78546352,6.41
77163,236.34784913,5.4473148,5.57
77173,236.36491553,-65.74974857,6.87
77186,236.4146167,0.89103904,6.32
77191,236.42893819,-22.75329604,6.72
77196,236.44327188,-30.04146719,6.88
77227,236.52348786,-1.80419278,5.39
77233,236.54690158,15.42182561,3.65
77235,236.55354996,-28.06148122,6.49
77249,236.59996632,15.52670224,6.7
77257,236.61088855,7.35307319,4.42
77272,236.64482815,55.4747908,5.94
77277,236.6666889,62.59955706,5.19
77278,236.66816747,-48.7368234,6.76
77286,236.68423547,-34.68245371,5.61
77287,236.68926774,-6.12035514,6.24
77294,236.71224687,-58.12524638,6.83
77315,236.76856289,-35.51034482,6.82
77335,236.82120468,-0.26991491,6.94
77336,236.82216304,14.1153483,5.71
77350,236.85632833,-40.1942101,6.41
77354,236.86187743,1.54596376,6.53
77358,236.87125204,-37.91631209,6.01
77362,236.88304074,59.56862355,6.53
77370,236.90802758,55.37662695,5.85
77381,236.94319755,45.73288212,6.76
77390,236.97106727,-65.44229133,5.54
77394,236.98522278,-25.9869519,6.98
77397,237.00747397,31.73561522,6.41
77403,237.02714136,-50.58978765,6.7
77412,237.05544341,13.78907797,5.98
77433,237.10410729,-13.49928402,6.94
77435,237.11098079,-23.83405653,6.71
77437,237.12001094,22.4154658,6.85
77442,237.14339541,28.15674892,5.89
77450,237.18490342,18.14156366,4.09
77454,237.21007189,-52.43825605,6.05
77455,237.21035071,12.72361651,6.79
77458,237.2200552,-1.00127251,6.81
77463,237.2357746,-60.36763876,6.65
77464,237.23665667,-3.81851309,5.53
77506,237.39156339,12.5586917,6.69
77512,237.39852576,26.06839434,4.59
77516,237.40503496,-3.43020774,3.54
77534,237.46790409,-17.90194646,6.82
77541,237.48956804,-48.91240761,5.86
77562,237.52951595,-53.2097703,5.78
77574,237.56797412,-45.40171406,6.11
77577,237.5727675,-49.04050054,6.89
77578,237.57311229,2.19650915,5.21
77606,237.64522791,-26.28962394,6.58
77622,237.70402545,4.47773018,3.71
77634,237.73974002,-33.62716543,3.97
77635,237.74477002,-25.75129544,4.63
77645,237.77835295,-55.05553281,5.74
77652,237.79199333,52.90699117,6.74
77655,237.80804817,35.65738198,4.79
77660,237.81497246,-3.09049656,5.09
77661,237.81628738,20.97791921,4.74
77678,237.88091307,-47.06080055,6.0
77689,237.90998575,-14.13358425,6.2
77729,238.05332415,-29.88655191,6.39
77730,238.0548412,-45.28436184,6.55
77738,238.06898748,55.82671307,5.81
77760,238.16892286,42.45151803,4.6
77771,238.21379066,-50.61582371,6.63
77782,238.23381499,17.40314981,6.29
77785,238.2363803,-65.15249574,6.54
77801,238.30040552,13.19662294,6.07
77811,238.33357736,-20.16704023,5.04
77817,238.34554339,-62.60658294,6.22
77824,238.37083987,65.28825334,6.73
77835,238.39529307,16.07493264,6.21
77838,238.40232439,68.72011319,6.76
77840,238.4029962,-25.32714192,4.59
77853,238.45640848,-16.72929352,4.13
77858,238.47464386,-24.53315725,5.38
77859,238.4827661,-23.97809446,5.41
77893,238.60657366,5.29405588,6.87
77900,238.62545359,-27.33863864,6.15
77902,238.64421562,20.31096824,5.45
77907,238.65771031,43.13856713,5.35
77909,238.66470881,-25.24374125,5.87
77910,238.66781348,8.58033731,6.28
77911,238.67331562,-22.76625194,6.86
77927,238.71931395,-60.74365068,6.14
77939,238.7515163,-19.38292565,5.95
77942,238.75459207,75.57429209,6.88
77952,238.78567608,-63.43072662,2.83
77958,238.81641583,-42.60512579,6.68
77964,238.834282,-43.39171137,6.92
77966,238.83995682,9.22341876,6.9
77968,238.84534794,-44.52601196,6.97
77982,238.87332974,-68.6030014,5.11
77984,238.87533288,-26.26599348,5.63
77985,238.87723182,-31.08364386,6.21
77986,238.87746678,42.5661931,5.73
77990,238.88485665,-60.17764722,5.78
77995,238.91605312,18.62074539,6.26
78003,238.92613746,-8.64764414,6.94
78004,238.92953455,-44.53240693,6.83
78012,238.94827874,37.94695788,5.43
78017,238.95675743,58.91177441,6.31
78024,238.97743816,-2.16440781,6.77
78045,239.02464218,-60.48247726,5.76
78046,239.02849485,-39.86436412,6.04
78058,239.05845768,-31.78588227,6.29
78059,239.06012816,-14.39940214,6.32
78072,239.11326153,15.66161688,3.85
78078,239.13905898,-14.82943845,6.11
78097,239.18967527,12.47792777,6.94
78104,239.22115205,-29.21407322,3.87
78105,239.22290935,-33.96613398,5.14
78106,239.2254978,-33.96428074,5.59
78117,239.26607022,-48.16218623,6.31
78118,239.2710221,-35.92759974,6.91
78120,239.27170192,-16.0344089,6.53
78132,239.31071625,14.41448012,5.54
78142,239.33885603,-36.18534387,5.78
78153,239.37427058,39.69508584,6.3
78159,239.39688262,26.8778799,4.14
78168,239.41859712,-20.98307996,5.84
78180,239.44767142,54.74976237,4.96
78183,239.45334212,-23.5273009,6.77
78207,239.54737034,-14.27935849,4.95
78221,239.59995778,-44.08082303,6.72
78236,239.62831901,-37.50387776,6.31
78246,239.64527909,-24.83148822,5.43
78265,239.71297035,-26.11410529,2.89
78276,239.74047384,36.64377347,5.61
78279,239.74227757,-65.03758551,5.74
78286,239.76831557,49.88104307,6.04
78306,239.83460528,-33.01219064,6.97
78323,239.87610968,-41.74443615,4.99
78333,239.92205385,-7.30205802,6.64
78346,239.95845589,-64.85414844,6.89
78352,239.97011258,-31.16845041,6.57
78355,239.97559146,-54.02091074,6.1
78359,239.97937906,-33.38532995,6.83
78360,239.97972423,-78.02727728,6.4
78367,239.99101184,-40.65311034,6.51
78384,240.03053401,-38.39670656,3.42
78387,240.0493009,44.27950439,6.78
78400,240.0816314,-16.5333505,5.47
78401,240.08335942,-22.62170993,2.29
78429,240.17715655,31.56824056,6.61
78434,240.1952002,-72.46289816,6.58
78435,240.19540726,-39.08850805,6.67
78436,240.19846931,-8.41135327,5.53
78442,240.21305704,4.42736313,5.82
78445,240.22379119,-40.43548035,6.21
78448,240.22894975,39.17751804,6.74
78459,240.26108988,33.3035093,5.39
78469,240.27694766,-54.57789914,6.12
78476,240.29464629,-63.77653775,6.42
78481,240.3096572,17.81839727,5.1
78486,240.33147842,-31.88913682,6.33
78493,240.36068726,29.85106144,4.98
78513,240.42159094,-3.76343458,6.87
78527,240.47227393,58.56525152,4.01
78537,240.50871217,40.02284632,6.86
78540,240.51864722,-51.1207708,6.38
78541,240.52016062,-36.74391365,6.99
78542,240.52315992,52.91591721,5.93
78547,240.54317438,-42.70022927,6.91
78553,240.56679378,-73.51540833,6.68
78554,240.57371658,22.80445386,4.82
78562,240.61848498,-56.85446235,6.51
78574,240.66322473,47.24035537,6.52
78575,240.66425932,-29.1357998,6.07
78592,240.69957561,46.03670491,4.72
78603,240.71871703,-62.54158961,6.25
78624,240.76462957,-5.83454829,6.97
78632,240.78894032,59.41073804,6.19
78639,240.80373746,-49.22969549,4.65
78647,240.81722402,-26.71709996,6.96
78649,240.83068614,36.631787,5.79
78650,240.83592905,-25.86524023,4.96
78655,240.85078899,-38.60254059,4.9
78661,240.88063042,76.79393894,5.73
78662,240.88371506,-57.77506392,4.63
78665,240.89316192,-32.00053847,6.0
78676,240.92301262,59.0896251,6.81
78685,240.94037898,4.98683382,6.07
78690,240.95764405,17.80277208,6.75
78699,240.97792968,-24.72631232,6.22
78703,241.00119832,73.14837121,6.85
78710,241.02581907,-59.17618243,6.4
78722,241.05618279,34.17879104,6.78
78726,241.07424352,-33.21371819,6.1
78731,241.08883916,-53.7103751,6.46
78727,241.09222739999996,-11.3731039,4.16
78742,241.12329712,0.67222013,6.81
78747,241.15340077,-37.86295066,5.91
78756,241.18536544,-39.43465647,6.95
78761,241.20399331,70.26171722,6.85
78775,241.23663836,39.15650907,6.66
78785,241.26209194,-18.5394721,6.74
78792,241.28536452,-3.52761136,6.87
78820,241.35929462,-19.80545336,2.56
78821,241.36064081,-19.80186007,4.9
78840,241.40807721,8.09624767,6.27
78849,241.43564648,-6.29112893,6.35
78851,241.43801483,32.24777793,6.71
78858,241.46775074,9.93595721,6.93
78868,241.4825736,-72.40089807,5.7
78870,241.49921809,-6.13975379,6.39
78875,241.51177609,13.32092861,6.8
78877,241.52657175,-23.60631525,5.9
78893,241.58198561,67.81013363,5.44
78914,241.62265863,-45.17318517,4.73
78918,241.64810321,-36.80228846,4.22
78933,241.70177456,-20.66919247,3.93
78946,241.74819158,47.50504245,6.65
