hip,ra,dec,Vmag
68101,209.13726652,-54.70466479,6.0
68103,209.14242131,27.49208236,5.02
68108,209.15397696,15.8910981,6.82
68114,209.17964083,-38.31912753,6.97
68124,209.19994242,-46.38601174,6.95
68146,209.27631342,20.95391181,6.68
68170,209.3388362,-62.4889464,6.65
68177,209.36552256,-23.02262991,6.14
68184,209.38357285,61.49286147,6.49
68191,209.41201502,-63.68669582,4.71
68196,209.42846499,53.91006312,6.94
68224,209.49531419,-25.99807907,6.42
68245,209.56777521,-42.10075343,3.83
68267,209.6243522,-14.12206518,6.84
68269,209.62977484,-24.97224873,5.2
68270,209.63016633,-65.80066485,6.2
68276,209.66217838,21.69621876,5.76
68279,209.6662802,14.64927486,6.01
68282,209.66978489,-44.80358412,3.87
68290,209.69041053,46.59624105,6.98
68304,209.73089169,53.1064729,6.83
68309,209.7496399,-6.92523551,6.95
68333,209.82284474,-50.36964668,5.92
68380,209.95533117,-3.54978797,6.36
68390,210.00050476,-25.01040286,5.77
68398,210.01947877,-8.16163997,6.56
68413,210.07246206,-61.48102826,6.49
68414,210.0786404,-46.12724795,6.57
68418,210.09764374,39.02993722,6.63
68431,210.13671697,-78.58998127,6.09
68434,210.15041756,-26.26641467,6.73
68455,210.21852583,-66.26891031,5.96
68474,210.28504019,-37.47001437,6.88
68475,210.28573197,-44.19771713,6.7
68478,210.29366963,27.38659378,6.23
68493,210.32941137,-40.22194323,6.12
68498,210.33512183,8.89490635,5.98
68501,210.34299585,31.56359639,6.87
68508,210.3592549,9.29875224,6.91
68516,210.4033767,17.66839107,6.36
68520,210.41163881,1.54453185,4.23
68523,210.43122999,-45.60342079,4.34
68536,210.45572229,40.42004094,6.81
68537,210.46104481,68.67867465,6.34
68567,210.55078754,45.75345734,6.28
68581,210.59492286,-27.42977295,5.47
68594,210.63269154,9.68609566,6.18
68637,210.74899415,50.97180925,6.16
68641,210.75717986,-31.6840355,6.18
68643,210.76695126,-17.36701254,6.32
68665,210.84161057,22.49575686,6.88
68670,210.860439,-56.2134338,5.93
68673,210.86444984,-41.42334466,6.08
68682,210.88479779,10.78677898,6.27
68687,210.9031924,7.5461704,6.25
68702,210.95585201,-60.37303931,0.61
68705,210.97120644,-22.42160213,6.3
68707,210.98231891,4.90097323,6.24
68708,210.98721089,11.28246378,6.7
68739,211.06066557,-5.38141625,6.39
68752,211.08946148,-9.25768088,6.65
68756,211.09729071,64.37585051,3.67
68763,211.11241915,-14.9717079,6.35
68776,211.15594638,2.29753148,6.28
68785,211.19143781,25.81774545,6.95
68808,211.30838883,-16.33598577,6.56
68815,211.33282525,-76.79675222,5.69
68842,211.44365551,-54.66936249,6.2
68862,211.51152954,-41.17963292,4.36
68872,211.5454439,-43.09170229,6.18
68888,211.5740498,-8.89161729,6.54
68895,211.59290444,-26.6823611,3.25
68902,211.60482016,-59.71590534,6.39
68913,211.62332298,16.97023005,6.54
68915,211.62513077,-34.89871711,6.84
68933,211.67061857,-36.36995445,2.06
68937,211.67351984,-14.20488717,6.57
68940,211.67843084,-9.31351525,5.46
68955,211.7326206,28.43804337,6.89
68956,211.73485652,74.59378137,6.43
68958,211.74268972,-47.58920473,6.99
68964,211.77029695,-63.44534128,6.78
69011,211.92002781,-48.70402598,6.43
69012,211.92302175,-49.86760753,6.45
69038,211.98231678,43.85445247,5.13
69040,211.98528452,48.21079519,6.8
69065,212.0595743,-63.20795034,6.39
69067,212.06608276,24.31505087,6.57
69068,212.07209419,49.45816711,5.26
69090,212.11319231,-74.85028516,6.02
69092,212.12075032,-11.82946047,6.84
69107,212.19186003,59.33764877,6.47
69112,212.21219538,77.54751428,4.8
69113,212.21619513,-43.47077881,6.19
69122,212.23438443,-59.27671173,6.34
69127,212.25247452,-10.33454628,6.45
69165,212.36703972,2.79757587,6.8
69174,212.39596571,-51.50467205,5.96
69178,212.40498497,15.62154687,6.87
69191,212.47839773,-53.4389459,4.74
69207,212.53679876,68.86338391,6.54
69213,212.55430423,-30.62095376,6.77
69226,212.59972344,25.09167693,4.82
69241,212.62875434,-70.30546456,6.07
69260,212.68071732,15.2907553,6.95
69265,212.69897181,0.79957938,6.85
69269,212.71035755,-16.30203004,4.93
69271,212.71605523,-32.07570201,6.64
69295,212.75566441,58.54899072,6.73
69298,212.75783219,-69.71931771,6.07
69299,212.7602819,-48.782438,6.61
69316,212.81300514,32.29589239,6.14
69340,212.88001334,1.36239873,6.42
69350,212.90453464,42.34072353,6.88
69373,213.01670892,69.43254834,5.18
69389,213.06585136,2.40943269,4.99
69398,213.10236149,-24.36335233,6.35
69415,213.19176791,-27.26118635,5.07
69427,213.22394074,-10.2737018,4.18
69429,213.2295796,-40.83348388,6.75
69449,213.29073051,-13.85993448,6.82
69458,213.30523483,-26.61230943,6.23
69462,213.31836756,-53.66567449,5.53
69481,213.36587039,51.78786757,6.62
69483,213.37086581,51.78996497,4.53
69487,213.39101831,-84.54462658,6.78
69491,213.41593735,-54.62562723,6.09
69493,213.41995832,-0.84546252,5.89
69500,213.4291107,-11.83838637,6.98
69517,213.45608204,11.9977447,6.59
69523,213.47762859,29.10543066,6.82
69536,213.52158226,12.95944396,5.53
69546,213.54784906,35.60361856,6.91
69564,213.58878455,-5.94771727,6.36
69569,213.59811475,41.51875721,6.23
69584,213.64579218,-66.15415177,6.95
69585,213.64835981,13.97545074,6.45
69591,213.66521869,-65.7014039,6.72
69592,213.67067913,21.87339242,6.38
69598,213.67775456,-41.83749497,5.61
69612,213.7118716,10.10061034,5.29
69614,213.72091146,3.33587779,6.41
69618,213.73807573,-57.08612636,5.03
69623,213.75521966,-29.28190359,6.1
69625,213.7561283,-40.90063968,6.96
69626,213.75651231,23.68606425,6.78
69628,213.75668848,-61.70677539,6.68
69650,213.82081655,52.53592541,6.56
69655,213.83878697,-53.5099406,6.4
69658,213.85035467,-18.2006898,5.53
69671,213.91118703,-45.0007556,6.31
69673,213.9153001,19.1824103,-0.05
69699,213.99951927,56.68914956,6.68
69701,214.00362402,-6.00054666,4.07
69704,214.00997145,45.56626766,6.5
69713,214.04137239,51.36723132,4.75
69722,214.07640683,-33.24132188,6.57
69727,214.08909049,-6.62154366,6.44
69732,214.09591139,46.08830542,4.18
69735,214.10114285,39.74471061,6.38
69747,214.1256889,-3.19630499,6.15
69748,214.12715674,55.29836212,6.9
69751,214.13684642,20.12184841,6.25
69753,214.14139783,32.20843356,6.73
69763,214.16131468,-66.58789366,5.72
69773,214.20306353,-8.88447285,6.47
69775,214.20604087,-5.64403875,6.88
69778,214.22978831,-77.66422158,6.48
69792,214.26578905,-18.58569962,6.22
69818,214.33808133,51.30737259,6.19
69823,214.34430839,-9.02275791,6.62
69825,214.35631058,-55.76515114,6.62
69828,214.36528994,-19.96377361,6.95
69829,214.36854952,15.26337973,5.84
69859,214.44959079,55.42536041,6.88
69862,214.45499638,48.00200368,6.32
69879,214.49924842,35.50950532,4.8
69881,214.50302734,-7.54238788,6.47
69896,214.55790024,-81.0077604,4.89
69904,214.59897873,-33.22055042,6.54
69917,214.62977443,52.03332282,6.91
69929,214.65939931,-18.71596761,5.86
69955,214.7320397,38.76742594,6.86
69958,214.7329514,54.86375303,6.47
69965,214.75372951,-25.81542581,5.87
69969,214.76672965,19.06543295,6.86
69972,214.770145,-59.37903688,6.66
69974,214.77746494,-13.37109491,4.52
69977,214.77982367,-27.14114723,6.35
69989,214.81783458,13.00429893,5.41
69995,214.84949719,-37.00290667,5.93
69996,214.85092485,-46.05809312,3.55
70012,214.88533246,-2.2655182,5.14
70022,214.92062871,0.3843335,6.18
70027,214.93847992,16.30694777,4.84
70029,214.94890906,38.79405181,6.33
70035,214.96459799,-61.2729718,5.22
70038,214.97166891,-6.74616701,6.42
70041,214.97859618,67.78249482,6.95
70042,214.98904692,-73.9684428,6.58
70051,215.03610703,30.42912812,6.45
70054,215.04042629,-43.0588434,5.55
70069,215.08142896,-56.38649746,4.3
70081,215.12034837,0.18185063,6.79
70090,215.13929846,-37.88529479,4.05
70104,215.17742387,-45.18706031,4.78
70108,215.1878518,26.07553207,6.79
70145,215.28908562,19.18019913,6.9
70220,215.49406362,-1.98808394,6.82
70225,215.506561,-28.30844167,6.8
70236,215.55833866,29.36992008,6.5
70243,215.5821617,-34.78679232,5.57
70248,215.59650011,-80.10894534,5.06
70261,215.64472106,-20.75760875,6.8
70264,215.65445633,-58.45911695,4.76
70269,215.6611001,-7.76817737,6.82
70270,215.6613097,-48.3198567,6.1
70282,215.69329307,-0.63713188,6.74
70289,215.71624406,-39.62399063,6.83
70300,215.75932876,-39.511819,4.41
70306,215.77406205,-27.75401742,4.78
70310,215.77842498,25.33817305,6.22
70319,215.81368648,1.24156896,6.25
70320,215.81397153,-47.41696004,6.41
70325,215.83438849,-50.77225175,6.03
70327,215.84456528,8.44661713,4.86
70336,215.8567755,-11.71404259,6.22
70346,215.88366071,-66.64502071,6.78
70356,215.92454301,40.84443467,6.72
70363,215.95242304,-53.17623291,5.99
70375,215.98224488,-29.67629766,6.93
70379,215.99044172,-16.10191076,6.69
70384,216.00365247,8.2439695,5.94
70385,216.00825422,27.41317717,6.39
70386,216.02401534,11.2469623,6.76
70399,216.04692164,16.27367442,6.9
70400,216.04726938,5.82013058,5.1
70405,216.06086924,-33.08687943,6.8
70414,216.07611797,8.08459499,6.19
70418,216.0919638,-82.84824998,6.42
70451,216.17005312,-44.31113404,6.43
70452,216.17021793,-11.66970292,6.49
70455,216.18298204,-40.75516075,6.97
70469,216.20260954,-24.80631048,5.34
70483,216.25424737,-37.44703893,6.7
70492,216.27636089,-68.19533309,5.56
70497,216.2991518,51.85074357,4.04
70501,216.32330487,-13.35316295,6.49
70508,216.3455519,-55.01822063,6.84
70513,216.36516132,-19.96583971,6.98
70514,216.36554228,-28.89561009,6.83
70517,216.37146776,38.39305325,6.28
70518,216.37454422,-19.96998463,6.63
70528,216.41558673,-66.17292181,6.36
70538,216.44903841,-26.85224153,6.48
70574,216.5342661,-45.22142404,4.56
70576,216.54505337,-45.37927638,4.33
70580,216.55601715,-42.31859691,6.33
70602,216.61401836,19.2268998,5.4
70612,216.65702572,-39.52317809,6.87
70626,216.70780875,-39.87398868,6.36
70638,216.73014215,-83.66788445,4.31
70645,216.74492461,-59.23764346,6.87
70657,216.77952868,-65.82164651,5.87
70661,216.79699218,-66.56802525,6.57
70663,216.80071281,-46.13425412,5.83
70671,216.81883547,-78.62027637,6.72
70680,216.85161671,-6.12033198,6.18
70685,216.86451954,41.02491113,6.64
70693,216.88104167,-35.44723531,6.89
70692,216.88142952,75.6959929,4.25
70714,216.93867124,-13.35934697,6.65
70716,216.93940626,-44.33025775,6.99
70753,217.04344444,-29.49163763,4.97
70755,217.05057524,-2.22795719,4.81
70762,217.06850052,36.19702782,6.22
70784,217.13314804,-10.00428743,6.61
70791,217.15755227,49.84485149,5.58
70794,217.17384357,-6.90053627,5.42
70798,217.18123595,-59.19754848,6.46
70800,217.1917899,25.8538828,6.67
70802,217.20063768,-5.21868916,6.6
70809,217.21628074,-47.99208574,6.4
70816,217.23524236,3.71960683,6.84
70824,217.25225674,-56.13685569,6.9
70844,217.31255512,44.262141,6.52
70857,217.34291542,80.80985258,6.88
70866,217.37970534,-26.01334464,6.88
70873,217.40336901,41.79591108,6.36
70874,217.40418398,-76.72908267,6.06
70892,217.45696145,31.79118824,6.06
70894,217.46049471,0.828929,5.96
70904,217.4931636,-56.13123853,6.97
70915,217.5359535,-45.32135551,5.51
70918,217.5415342,-43.86389347,6.91
70931,217.5872798,-49.51901808,5.38
70945,217.66860517,-22.46091546,6.92
70949,217.68912181,4.77228589,6.01
70952,217.69195909,63.1857877,6.1
70966,217.73590577,-40.84512164,6.39
70987,217.79516728,-38.86970844,5.99
70988,217.79702382,-40.3864228,6.75
71002,217.81850707,-67.71719693,5.84
71008,217.8351587,43.38233949,6.73
71040,217.9283806,60.22563567,6.26
71053,217.95745802,30.37143717,3.57
71055,217.95877317,-76.2739618,6.93
71075,218.0194663,38.30825261,3.04
71094,218.0842754,26.67728448,6.0
71111,218.12889827,55.39800985,5.74
71115,218.13559265,22.26005887,5.91
71116,218.13785144,-56.88771532,6.71
71121,218.15440166,-50.45715741,4.44
71146,218.26257833,5.32326588,6.85
71154,218.29021251,-30.71506857,6.07
71168,218.33445836,36.95902318,6.39
71179,218.36440655,-33.3160606,6.94
71182,218.37486466,-52.67952225,5.86
71184,218.38489899,-54.9986277,5.86
71192,218.39810634,65.3954253,6.6
71196,218.40955764,79.66042717,6.27
71206,218.4359173,43.00780655,6.75
71209,218.44338182,-79.95524131,6.66
71216,218.45714149,-67.61765542,6.94
71235,218.52091991,46.78648994,6.51
71239,218.53319433,-42.0992563,6.59
71243,218.54877998,32.5344767,6.32
71251,218.56639105,57.0652584,6.46
71277,218.66041688,36.62606381,6.02
71280,218.66508564,49.36835423,5.74
71284,218.67007099,29.74512993,4.47
71295,218.71137107,-20.43938115,6.49
71327,218.79461105,-46.46196665,6.89
71333,218.82101684,-60.01564369,6.39
71350,218.8727183,-73.69430947,6.96
71352,218.87676586,-42.15782447,2.33
71348,218.87291705,-89.77171734,6.82
71353,218.88117124,-41.51743653,5.88
71382,218.95822008,-46.81577539,6.78
71406,219.0286361,23.25035929,6.39
71419,219.07929375,-46.24545129,5.55
71429,219.10042985,-39.59740732,6.13
71452,219.18190378,12.87812543,6.98
71453,219.18388861,-40.21157998,5.74
71466,219.23259753,42.83116433,6.59
71469,219.24906688,-12.30534876,6.2
71492,219.29986151,-62.01089796,6.78
71494,219.30173825,-53.06078773,6.49
71500,219.33397089,-46.13343907,5.39
71510,219.36861578,2.27723774,6.45
71520,219.40231691,-43.11129931,6.51
71530,219.44273294,-67.93201186,6.03
71536,219.47177584,-49.42582826,4.05
71538,219.47868177,-48.02355745,6.65
71548,219.50296138,51.5783539,6.95
71568,219.55245384,43.64213015,5.74
71570,219.55623131,-45.87190495,6.83
71571,219.55828052,18.29837944,5.9
71573,219.56342725,54.02333948,5.83
71577,219.57363122,-49.90112607,6.51
71581,219.58069918,-38.79418425,6.04
71585,219.60377212,-35.27654978,6.78
71618,219.70927445,44.40450023,5.39
71629,219.74824403,-59.1410458,6.53
71632,219.75169184,-10.55477422,6.73
71639,219.79519357,-46.58448053,6.06
71658,219.85197531,-49.05531949,6.37
71668,219.88193677,-68.20338691,6.73
71681,219.89617026,-60.83715604,1.35
71683,219.90206584,-60.83397468,-0.01
71682,219.92065838,-26.72368177,6.99
71724,220.07352099,-40.84169657,6.65
71725,220.07631425,87.21477096,6.91
71727,220.08029853,-45.79384005,6.61
71729,220.0911437,21.97586801,6.13
71745,220.13399018,-14.04675262,6.97
71746,220.13649904,-56.44076077,6.3
71759,220.17663604,13.53432528,5.93
71762,220.18152847,16.41832429,4.49
71783,220.25579461,-36.1348583,5.67
71795,220.2872992,13.72830024,3.78
71832,220.41146043,8.16176401,4.86
71837,220.43133548,11.66066243,5.55
71853,220.46349,-30.93315625,6.38
71855,220.46858303,-75.13947922,6.73
71857,220.47597429,21.12355143,6.4
71860,220.48231508,-47.38820014,2.3
71861,220.48324951,-58.61582953,6.21
71865,220.48996231,-37.79349851,4.01
71870,220.49877838,-77.01145163,6.34
71873,220.5094587,-12.23490073,6.82
71876,220.51353905,61.26191571,6.24
71890,220.55464989,-32.77031452,6.63
71908,220.62674745,-64.97513849,3.18
71931,220.67684835,14.70857586,6.59
71934,220.68776593,-19.31169848,6.87
71957,220.76509742,-5.65820663,3.87
71974,220.80646511,-24.99775316,5.7
71975,220.81389599,-47.57049438,6.91
71995,220.85568013,26.52785023,4.8
71997,220.85765402,-9.69974346,6.52
72000,220.8672515,-62.96667111,6.39
72010,220.91433341,-35.17365526,4.06
72012,220.93514285,40.45925391,5.72
72029,221.01481193,61.09827477,6.87
72047,221.05698649,-8.25192625,6.64
72048,221.05891939,-69.67411909,6.99
72056,221.07383628,-24.12870017,6.82
72066,221.11756077,45.18598123,6.73
72082,221.18756683,-9.70406282,6.86
72097,221.23114245,-58.47749202,6.1
72103,221.24618441,-61.52166457,6.97
72104,221.24667614,-35.19182562,4.92
72105,221.24674043,27.07422244,2.35
72121,221.2956643,-55.60164034,6.1
72122,221.2987795,-1.41752902,6.06
72124,221.30713404,32.78834566,6.27
72125,221.31025043,16.96427976,4.6
72131,221.32223583,-62.87564802,5.36
72135,221.32844528,-51.31492731,6.44
72139,221.33575468,18.88495557,6.15
72142,221.33978418,10.5989982,6.91
72154,221.37585537,0.71727078,5.68
72162,221.40068063,8.15968274,6.97
72183,221.46574178,13.10141008,6.57
72192,221.49016168,-44.86752344,6.91
72194,221.49065004,-15.45954072,6.33
72197,221.50033306,-25.44318067,5.15
72208,221.52477447,15.13178786,5.78
72210,221.5282033,-23.15301769,5.8
72217,221.54533567,-21.17596649,6.43
72220,221.56218374,1.89288544,3.73
72226,221.5741866,-0.83377377,6.91
72238,221.59761411,56.61640026,6.61
72250,221.62080664,-47.44111582,5.74
72290,221.75538948,-52.38351785,5.22
72296,221.77124083,-38.29063861,5.9
72298,221.7723047,0.9708873,6.62
72308,221.80244227,-52.20525637,6.07
72310,221.80687251,-21.32487109,6.05
72323,221.8439788,-25.62426687,5.61
72330,221.85679792,2.03571545,6.8
72338,221.88373162,-43.55680583,6.3
72357,221.93668811,-26.08750032,5.23
72362,221.9455834,-39.92640637,6.92
72370,221.96545315,-79.0447507,3.83
72373,221.97896178,-12.84000677,6.34
72378,221.98982299,-26.64615475,5.76
72412,222.09726903,24.3668761,6.15
72423,222.13216669,-17.34025583,6.87
72427,222.13625555,-35.8415031,6.72
72432,222.15853236,-36.63469697,5.89
72438,222.18562584,-66.5935632,5.91
72447,222.22189212,5.95440388,6.83
72449,222.22539407,-0.84765483,6.15
72469,222.27809642,37.8111793,6.15
72471,222.27940306,-56.66782916,6.21
72480,222.31179272,25.15089302,6.68
72482,222.31216602,-59.4073554,6.59
72487,222.3277886,46.11620543,5.76
72488,222.32810468,-24.25147056,5.68
72489,222.32938051,-14.14902182,5.32
72499,222.35897943,10.04415806,6.64
72505,222.3696189,19.51036663,6.91
72508,222.38492349,51.37450308,6.49
72518,222.4043569,-68.93619031,6.5
72524,222.42205614,48.72080378,5.68
72527,222.42570552,7.98675213,6.96
72536,222.45550087,-32.42717434,6.85
72550,222.48438877,24.72048502,6.77
72552,222.49332864,28.61583166,5.8
72567,222.56587988,23.91184418,5.86
72569,222.56704913,-58.97674405,6.85
72571,222.57212471,-27.96037084,4.42
72573,222.58509448,82.51194418,5.63
72578,222.59123247,65.64583465,6.98
72582,222.62352767,37.27204659,5.47
72603,222.67158849,-15.9972368,5.15
72607,222.67636006,74.15550491,2.07
72617,222.71151987,-53.36831738,6.56
72622,222.71963807,-16.04177818,2.75
72627,222.74462955,-42.8225117,6.84
72629,222.75039552,-0.25749063,6.18
72631,222.75446368,-2.29915046,4.93
72659,222.84741061,19.10046004,4.54
72664,222.86015253,59.29398542,5.48
72670,222.87514704,-77.17596999,6.44
72671,222.87564765,-74.93310339,6.83
72677,222.89565113,-17.79036599,6.55
72683,222.90959733,-43.57535897,4.32
72687,222.91882413,83.93748288,6.95
72702,222.96377427,-18.35532496,6.27
72718,223.01350742,46.4766196,6.76
72725,223.03097479,20.2906826,6.91
72756,223.10032044,-46.75994615,6.85
72763,223.12235258,-48.24705996,6.96
72772,223.13791868,-30.57725339,6.3
72773,223.14690411,-63.8098274,5.91
72794,223.18235107,31.92502169,6.89
72800,223.21280686,-37.80316007,5.02
72807,223.22275736,32.69090877,6.87
72819,223.26534876,78.17666008,6.52
72823,223.27757738,-38.25700104,6.58
72833,223.30655741,-73.19007118,5.59
72846,223.34728327,15.7051671,6.41
72848,223.34902659,19.15279846,6.0
72859,223.37994225,19.88839758,6.94
72868,223.41282999,2.23753441,6.82
72869,223.4159003,6.24179953,6.63
72921,223.54558182,-66.42008567,6.98
72927,223.57503394,32.01686132,6.95
72929,223.58387153,-24.64220203,5.27
72930,223.58629563,-28.34819842,6.54
72934,223.59530331,-11.89834766,5.78
72953,223.64837667,30.06365112,6.84
72959,223.65797775,-33.30057489,5.85
72965,223.67742322,-65.99109529,6.09
72983,223.72514682,-69.86095629,6.38
72992,223.75064961,74.88121504,6.88
72993,223.75440557,14.9793945,6.92
72995,223.77343852,-61.87393901,6.97
73019,223.84520214,6.78477155,6.74
73028,223.86911354,12.43076689,6.78
73036,223.89400205,-60.11416416,5.18
73049,223.93628386,-33.85578497,5.32
73067,223.99195827,-60.90593355,6.69
73068,223.99413718,32.30006275,6.12
73071,224.00168118,24.38601733,6.82
73087,224.05512632,14.44626567,5.9
73095,224.07188193,-52.80954787,5.38
73100,224.09600051,49.62844897,5.63
73102,224.1034245,-44.70424359,6.76
73107,224.12861041,-32.63678416,6.06
73111,224.13355699,-47.8791978,5.62
73116,224.1489506,-39.4160233,6.36
73118,224.15973874,-62.36441733,6.39
73129,224.18327713,-62.78101625,5.08
73133,224.19213254,-11.40970065,5.48
73136,224.20147199,74.90092702,6.83
73150,224.239394,-26.2850265,6.91
73154,224.25797731,-51.44725263,6.6
73156,224.26497492,21.55541902,6.5
73165,224.29583149,-4.34646201,4.47
73166,224.29865735,16.38812776,5.72
73171,224.30711909,-29.1576785,6.28
73184,224.36666506,-21.41547505,5.72
73189,224.38315306,-25.44178259,6.94
73193,224.38854677,-0.16761171,5.51
73195,224.38900948,-35.38399485,6.99
73199,224.39586336,65.9324602,4.63
73203,224.4232655,24.67410796,6.95
73211,224.43737244,18.98689616,6.62
73223,224.47076658,-76.66265545,5.37
73238,224.52193779,-17.36420539,6.64
73241,224.53666811,-48.86301137,6.34
73249,224.55588241,-11.15475989,6.61
73253,224.56739189,14.03761227,6.77
73273,224.63302849,-43.13396008,2.68
73279,224.65220097,-39.90717238,6.17
73284,224.66356114,-27.65731391,5.65
73309,224.71992768,-4.98925635,6.08
73310,224.72325257,-11.14401377,5.88
73334,224.79035436,-42.10419383,3.13
73341,224.80802251,-37.88123445,6.45
73345,224.83039649,-51.57612997,6.78
73350,224.84631414,4.56776122,5.91
73353,224.85405998,39.64489346,6.7
73354,224.86330921,-43.15983279,6.1
73357,224.87179895,-30.7115323,6.91
73366,224.89407408,53.86020794,6.84
73369,224.90394679,39.26533338,5.64
73383,224.93765231,-43.81133564,6.59
73394,224.98233198,-75.03266903,6.2
73398,225.00149519,-36.03056704,6.94
73403,225.0112087,65.47621948,6.9
73404,225.01495694,44.58633829,6.91
73415,225.04709586,-77.16055017,5.92
73424,225.07780979,7.64828158,6.99
73440,225.11228917,71.76545698,6.64
73454,225.16132665,47.27744141,6.35
73464,225.21782009,22.04558862,6.29
73473,225.24311921,-8.51894314,4.91
73480,225.25579147,2.89745841,6.72
73483,225.25932196,-64.57605254,6.56
73493,225.30456864,-38.05839819,5.88
73494,225.31340003,-67.98329559,6.99
73497,225.33261122,-2.75492652,5.52
73500,225.34416647,-71.49081151,6.72
73507,225.3628918,60.20445323,5.91
73518,225.39726398,-3.16425521,6.68
73522,225.40988246,-56.26018208,6.89
73536,225.45382982,-0.1402952,5.71
73540,225.46165236,-83.22764618,5.65
73555,225.48650975,40.39056569,3.49
73559,225.49200635,-34.35887463,6.21
73565,225.51763719,-8.34471583,6.7
73566,225.52681118,-28.06061106,5.83
73568,225.52711814,25.00813833,4.8
73571,225.535722,-7.57529884,6.38
73587,225.62489481,-7.8404257,6.59
73589,225.62777291,31.68385186,6.6
73608,225.68695387,-3.03138783,6.6
73620,225.72515557,2.09130274,4.39
73622,225.73925391,-47.94198536,6.86
73624,225.74698265,-32.64329383,5.45
73634,225.77522944,35.20579548,5.52
73636,225.7768566,-17.63294966,6.93
73637,225.77732087,44.64451837,6.59
73654,225.84013999,56.03508258,6.86
73655,225.8432857,0.88964692,6.91
73661,225.86137243,60.02558145,6.69
73672,225.89438292,-35.94276093,6.65
73675,225.90205112,34.56576113,6.59
73695,225.94710009,47.65406011,4.83
73699,225.95532825,27.08115316,6.8
73706,225.99069078,65.91971368,6.22
73714,226.0175648,-25.28196464,3.25
73745,226.11142384,26.94764882,4.52
73764,226.17874103,-40.86133017,6.29
73771,226.19550613,-83.03831141,5.65
73776,226.20077677,-64.03135005,5.16
73807,226.27952355,-47.05124517,3.91
73826,226.32985804,-41.06723583,5.13
73841,226.35764399,48.15097252,5.59
73850,226.39127295,-30.55086429,6.48
73865,226.44885842,-25.78948586,6.65
73881,226.51006223,-48.88339118,6.48
73896,226.54434888,-24.13150267,6.73
73901,226.55805468,-36.26459894,6.27
73909,226.56965189,54.55631811,5.24
73921,226.59478064,-72.1701916,6.92
73927,226.61309422,-22.03183,6.13
73937,226.63832178,-30.91848265,5.97
73941,226.64643673,36.45606259,6.35
73945,226.65665094,-16.25681782,5.19
73953,226.70441851,-16.48436124,6.41
73966,226.73321393,-52.0297796,6.4
73977,226.7786061,2.36261171,6.59
73980,226.78417435,-71.90495149,6.52
73996,226.82527458,24.86919552,4.93
73998,226.83028872,8.9584876,6.88
74000,226.83487107,18.44182513,6.03
74006,226.8581374,-49.0886123,5.77
74016,226.88727932,9.22603496,6.72
74026,226.91801461,5.49803537,6.16
74037,226.95900579,63.11710369,6.82
74044,226.9839636,-61.12867311,6.49
74047,226.98651048,-65.27544943,6.18
74066,227.050519,-40.58392988,5.75
74080,227.07676577,33.70651143,6.7
74082,227.08080455,65.78868885,6.63
74083,227.08140613,50.05495467,6.33
74087,227.09908784,26.30115255,5.67
74091,227.12552767,-80.31390017,6.81
74096,227.14818205,25.10863507,5.82
74100,227.16332188,-42.86792148,5.85
74110,227.18845864,-61.63377051,6.82
74117,227.2108967,-45.27985752,4.07
74121,227.22296625,13.23524218,6.16
74122,227.22456646,-59.14214675,6.87
74131,227.23963995,-26.49727177,6.92
74141,227.25313868,-72.30745632,6.73
74147,227.26380296,-61.88758519,6.97
74181,227.35633859,-63.64293022,6.25
74184,227.37463952,-67.08413313,5.76
74192,227.4022637,-68.72142177,6.84
74206,227.46374746,-23.98597175,6.55
74224,227.53052031,-38.79251125,5.98
74227,227.53807328,-75.46179951,6.92
74239,227.57762902,-26.33262119,5.75
74253,227.63131314,11.67362576,6.89
74265,227.6620541,33.07888486,6.91
74272,227.68512291,67.78103497,6.18
74273,227.68643291,-61.42232009,6.29
74296,227.78672678,-84.78781204,5.88
74305,227.81658484,-55.3460324,5.45
74336,227.89501359,-45.27745891,6.44
74357,227.94112444,-33.63887501,6.99
74359,227.94875905,10.21657624,6.89
74367,227.95823848,-16.1595581,6.68
74376,227.98364862,-48.73781871,3.88
74380,227.99032525,-48.74368674,5.7
74385,228.01685763,22.31343098,6.62
74386,228.01776005,18.97603118,5.9
74391,228.05004802,-19.10648194,6.49
74392,228.05537543,-19.79171054,4.54
74395,228.071229,-52.09924722,3.41
74412,228.10951187,-18.08994773,6.86
74415,228.12340068,-63.03354517,6.86
74418,228.13001598,-48.21899186,6.32
74421,228.14157842,-72.77059913,6.02
74432,228.18117092,19.28602757,6.69
74441,228.19654869,10.70230465,6.5
74449,228.20661659,-44.50041361,4.83
74470,228.25425783,-61.74377991,6.27
74479,228.28192447,-36.09142527,6.09
74488,228.31146794,-11.00707954,6.65
74490,228.32254725,-24.00832205,6.47
74493,228.3299525,-19.6475724,6.07
74500,228.36944837,-25.30934692,6.47
74505,228.38279251,22.98339866,6.31
74514,228.39825865,38.26470008,6.19
74537,228.46206185,-1.35138742,6.58
74539,228.47213597,-26.19356953,5.84
74552,228.49659691,-61.34297712,6.36
74553,228.49675191,43.04808201,6.66
74561,228.52518177,31.78784478,5.98
74571,228.54296086,42.17140945,6.12
74581,228.57836619,-14.20947283,6.75
74582,228.57989727,-70.07947569,5.75
74593,228.61719601,-18.42853305,6.76
74596,228.62149336,29.16429476,5.28
74600,228.6406597,-17.7685722,6.18
